Core,dt,cps,num_steps,L2_Error_1,L2_Error_2,L2_Error_3,Linf_Error_1,Linf_Error_2,Linf_Error_3,Init_time,Elapsed_time
32,0.01,400,50,0.00045535988883586,0.00045569851398651994,0.01513774514772868,0.00105209256001868,0.00101666523931728,0.01610113037065112,0.8569552004000001,53.8583695738
32,0.01,800,50,0.00128130056357766,0.0012812207897351,0.18439532168431777,0.00253549567071004,0.00255260178345852,0.1869279654635823,6.9258772768,187.12058729760003
32,0.01,1600,50,0.0036531284552666797,0.0036531283397357,0.1803480460953991,0.0072952101182633,0.007287347572965119,0.187691538224325,190.26863684100002,887.2057907294
32,0.015,400,33,0.00040777128023646,0.00040801146457994,0.01513220070698762,0.00092073160576916,0.00089340620277702,0.015966985297134178,0.6712914996,35.1669421566
32,0.015,800,33,0.0018374022008562003,0.0018373444594666402,0.1848719049227758,0.00364812373391478,0.00365656088149078,0.18850906087869532,6.9351866606,125.773392352
32,0.015,1600,33,0.00401558735543698,0.00401558698452948,0.18065491144353008,0.00802179557141202,0.008016230830435001,0.18870424133242003,190.082237193,653.8780186526
32,0.02,400,25,0.00042663855407872,0.00042690070060421995,0.01513049588648532,0.0009558071851509399,0.0009286494156201801,0.015984153393754242,0.6823614925999999,26.776712318599998
32,0.02,800,25,0.00231793428845564,0.00231788965514748,0.18516666857182937,0.00461102425620176,0.00461549811283378,0.18975518017467635,7.007528325200001,97.58397389199999
32,0.02,1600,25,0.004263140855236739,0.0042631404692558,0.18080433376323118,0.0085166755644999,0.00851359810110632,0.18933487179094782,192.8878804082,543.0662529814001
32,0.025,400,20,0.0006252314362384,0.00062552169144354,0.015148124723222339,0.0013413067475125599,0.0013266221701362401,0.01638244816858338,0.6714152894,21.479966878600003
32,0.025,800,20,0.00268574213458928,0.002685709245662,0.1854392337472308,0.005349835946768499,0.00535100372742076,0.19075757549730457,6.946139405399999,79.615796811
32,0.025,1600,20,0.00439341735128174,0.00439341698939616,0.1808994670412754,0.00877698784052814,0.00877587353139012,0.1897014853290416,191.01680711379998,471.96478145279997
64,0.01,400,50,0.00047050117072384,0.00047071189702784,0.00994579237712794,0.00109107323190466,0.0010376657584069801,0.010942702013614341,3.0013577942,50.5138005512
64,0.01,800,50,0.0013090663532953398,0.00130902615078362,0.23726232372151598,0.00267094018017878,0.0026187644926596804,0.2398470318110925,4.0759675795999994,121.2545733506
64,0.01,1600,50,0.00367225898006122,0.00367225979285868,0.10501838298845614,0.007309186018180321,0.0073895515540524995,0.11231313946792602,29.1779622824,416.34363677199997
64,0.015,400,33,0.00041811643334702006,0.0004182543693331,0.00992893172895766,0.0009449078781839,0.00091002564751442,0.01079795946480402,2.4383428762,33.8769153682
64,0.015,800,33,0.00186726838700312,0.00186724374246294,0.23785302582114887,0.0037520604424578197,0.00370571619724538,0.24155013095443412,4.0538707292,83.7406173246
64,0.015,1600,33,0.00401726200960136,0.00401726300173694,0.10519658377122527,0.00800704582734504,0.00807618378660244,0.1131769151791141,29.095001584,288.97694702480004
64,0.02,400,25,0.00043608190332792,0.00043623216470522,0.00992529272168822,0.0009799030789252598,0.0009485301786922199,0.01080697522577248,2.6942263554,28.5450803404
64,0.02,800,25,0.00232394230922484,0.00232393051560028,0.2382452229646593,0.00462534632951844,0.00461866054988524,0.24284557305980375,4.035580733,66.4499452908
64,0.02,1600,25,0.00426666096268868,0.00426666180558928,0.10529053805503541,0.0085104387397788,0.00857081762818106,0.11376360158886185,29.164303662,231.53760290999998
64,0.025,400,20,0.0006333011677821,0.00063342635433718,0.00994666589483396,0.0013710074239884399,0.00133437755982378,0.01120840910223828,2.4480967714000004,23.7350672364
64,0.025,800,20,0.00268741585398796,0.0026874075206898195,0.23859651464977638,0.00533985507374894,0.005345974602818141,0.24392187880603436,4.077939822599999,55.8196775798
64,0.025,1600,20,0.00439094375139584,0.00439094450042972,0.10534186117583696,0.00876239896280046,0.0088158505591597,0.11402144909840775,29.1727301518,192.08858050179998
128,0.005,400,100,0.0005753925114513399,0.0005751239459634,0.03759367503609736,0.00125950644269468,0.00125898324472276,0.0388195119783034,8.1226319394,106.055715418
128,0.005,800,100,0.00108804382420124,0.00108799667528714,0.3962157996734191,0.0022366834306020997,0.0022277699622411202,0.39838081502955464,7.0522195199999995,186.1830668506
128,0.005,1600,100,0.00342268055479276,0.0034226800810199403,0.4053082550563062,0.00683252435658898,0.006810171438039541,0.4121188910067873,13.378555652400001,475.5195124678
128,0.01,400,50,0.00047071658056612,0.00047051651369643997,0.03756614976908448,0.0010189537853409,0.0010202823722800399,0.03856679621091806,6.4441135176,56.1913758102
128,0.01,800,50,0.00137130838522078,0.00137127746763112,0.3966647886658659,0.00279616677916518,0.00278097242547498,0.3993782378169794,6.9300542406000005,99.3241470614
128,0.01,1600,50,0.0036789645138717,0.00367896459774194,0.4057266584848122,0.0073416640931063,0.00732746660075472,0.41305748717704205,13.5307712508,248.578705334
128,0.015,400,33,0.00042780302518418,0.00042752061639957995,0.037565049381055024,0.00094781697067618,0.00094291148237186,0.0384536978737377,6.402749911799999,41.0586235028
128,0.015,800,33,0.00186321658813288,0.0018632013497012398,0.3975306197935415,0.0037616816228136798,0.00374535172182446,0.4012239744201554,6.931470991199999,71.3186296026
128,0.015,1600,33,0.004027887799012967,0.004027888309555434,0.4063793418856903,0.008043764628966601,0.008033781390849567,0.41437406015521877,13.343752817333334,170.15091897166667
